fluid_id,height_cm,time_min,concentration,ROA,adensante,dens_susp,dens_solids,teor_solids,dp_medio,m,n
6,20.0,34.0,0.003503956434991221,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,35.0,0.002619341319111655,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,36.0,0.0033481341159151707,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,37.0,0.0030000157311740067,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,40.0,0.003403720000871029,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,41.0,0.0037105308312304053,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,42.0,0.0031239721004402616,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,43.0,0.003925084280072453,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,44.0,0.003948399442789384,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,47.0,0.0037060166178577592,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,48.0,0.0033205907070508506,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,49.0,0.0030903944274810664,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,20.0,50.0,0.0035745858079980768,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,1.0,0.09007773301281141,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,2.0,0.001375674830197561,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,3.0,0.0029818905739122693,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,5.0,0.00257243036291804,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,6.0,0.0014655229408476415,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,7.0,0.001494096994482221,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,8.0,0.0014776023554293166,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,9.0,0.002993498374958169,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,10.0,0.0027333645703981856,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,12.0,0.004563938668415598,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,13.0,0.005299994913191733,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,14.0,0.0040772201945048535,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,15.0,0.00375266189234229,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,16.0,0.004283535267005805,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,19.0,0.0034067927866342864,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,20.0,0.0029856164450933107,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,21.0,0.003395409102811739,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,22.0,0.0032903051956052975,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,23.0,0.003524879670499968,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,26.0,0.0035206230376025453,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,27.0,0.0032265504577506667,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,28.0,0.0029558203194098628,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,29.0,0.0030910263901877013,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,33.0,0.002941167172343252,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,34.0,0.0034287014515598734,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,35.0,0.0033435245212975286,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,36.0,0.0032907860537495248,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,37.0,0.003430488075436482,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,40.0,0.003553063097191935,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,41.0,0.0032557521662827777,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,42.0,0.003093255330681098,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,43.0,0.0031905216907633627,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,44.0,0.0036141575654816635,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,47.0,0.004161430393529966,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,48.0,0.003394744719590781,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,49.0,0.003557826964747192,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
6,23.0,50.0,0.0035400556037749934,0.0,1.0,1.369,3.2009,0.169,23.34,2.57,0.38
7,0.5,1.0,0.11919567933979962,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,2.0,0.14799053401132373,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,3.0,0.15519860241993508,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,5.0,0.15670231668361292,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,6.0,0.1576773740985079,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,7.0,0.15777645484398584,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,8.0,0.15605733730074978,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,9.0,0.1599623387986725,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,10.0,0.16079228710263435,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,12.0,0.16074430464053116,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,13.0,0.16065629059521236,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,14.0,0.16287360419916205,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,15.0,0.16211383335846322,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,16.0,0.1621322077672152,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,19.0,0.1627112681140587,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,20.0,0.1636007995545569,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,21.0,0.1635127794643018,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,22.0,0.16333842921316624,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,23.0,0.16313240115440425,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,26.0,0.1640479300775045,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,27.0,0.1635046509733943,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,28.0,0.16451904367914294,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,29.0,0.16648839637140073,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,33.0,0.16482154742650865,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,34.0,0.16398352920871143,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,35.0,0.16503477192485752,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,36.0,0.16746833800884978,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,37.0,0.166603952058555,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,40.0,0.16736476892920424,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,41.0,0.16888946927642925,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,42.0,0.16714005375694832,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,43.0,0.16746145639627194,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,44.0,0.1664885472924678,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,47.0,0.16790609961455924,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,48.0,0.16802946722619017,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,49.0,0.1737819069565243,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,0.5,50.0,0.16912414172818244,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,1.0,0.12038659239991582,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,2.0,0.14697351573918252,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,3.0,0.15342904182575587,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,5.0,0.1564516387087157,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,6.0,0.15861084700255038,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,7.0,0.1574057016830451,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,8.0,0.15501779851774902,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,9.0,0.15993704172298226,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,10.0,0.16225678053364875,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,12.0,0.16096236603834416,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,13.0,0.16020604927857396,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,14.0,0.1606613945569234,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,15.0,0.1624800819828537,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,16.0,0.16216957216926461,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,19.0,0.1621573808867505,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,20.0,0.1620824041558304,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,21.0,0.16338824478406033,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,22.0,0.16246896734530145,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,23.0,0.16195512093739287,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,26.0,0.16257492359008807,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,27.0,0.1621699674824952,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,28.0,0.16220050202185599,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,29.0,0.1628388666880507,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,33.0,0.1638411356750534,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,34.0,0.16223676161198852,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,35.0,0.1630867756852439,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,36.0,0.16323239236930562,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,37.0,0.16253834087776634,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,40.0,0.16347395953316424,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,41.0,0.16344792240955416,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,42.0,0.16277377857865688,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,43.0,0.16278712761041997,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,44.0,0.1643493537805951,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,47.0,0.16197296802532485,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,48.0,0.16279709091794145,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,49.0,0.1637890616920509,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,2.0,50.0,0.16504792143771954,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,1.0,0.11816494474361135,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,2.0,0.14574104620782963,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,3.0,0.1542642831504818,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,5.0,0.15772278158017525,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,6.0,0.15764311000178619,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,7.0,0.1578843075996839,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,8.0,0.1565912655436796,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,9.0,0.16111248458033986,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,10.0,0.16276790618359546,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,12.0,0.16294751078398353,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,13.0,0.16339570716001273,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,14.0,0.16324911714504184,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,15.0,0.16336061402952634,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,16.0,0.16449676423976237,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,19.0,0.1649733097077463,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,20.0,0.16402972549608982,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,21.0,0.1639009942561608,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,22.0,0.16431616768317778,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,23.0,0.16444214751584185,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,26.0,0.16521991121787089,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,27.0,0.16373408387244195,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,28.0,0.16348659585390965,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,29.0,0.164376919243992,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,33.0,0.1644159440868486,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,34.0,0.16489561584322673,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,35.0,0.16487023366220996,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,36.0,0.16455118990072853,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,37.0,0.16376222655436135,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,40.0,0.16472755530626781,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,41.0,0.1652404516793271,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,42.0,0.16675746214395545,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,43.0,0.16621065605867702,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,44.0,0.1655926556982703,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,47.0,0.16605418223460489,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,48.0,0.16493791614146866,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,49.0,0.16550921405447006,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,4.0,50.0,0.16662479389918342,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,1.0,0.11774826034261449,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,2.0,0.14628564808268052,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,3.0,0.15467157713428573,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,5.0,0.15985652920436388,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,6.0,0.15759249464349256,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,7.0,0.15974100173218062,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,8.0,0.15812539824246746,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,9.0,0.16200522742270065,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,10.0,0.16369478482724414,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,12.0,0.16542132495658066,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,13.0,0.163923671459142,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,14.0,0.16396470120808807,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,15.0,0.1637957495989936,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,16.0,0.16423780396790963,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,19.0,0.1650746220132286,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,20.0,0.1642956719618476,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,21.0,0.16518346562882705,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,22.0,0.1664445498532132,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,23.0,0.1650001764786039,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,26.0,0.16684489733441024,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,27.0,0.16465636202074305,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,28.0,0.16500778973899116,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,29.0,0.16677435059843593,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,33.0,0.1653338982603657,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,34.0,0.16627188454038627,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,35.0,0.16446310775367032,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,36.0,0.16689396268357062,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,37.0,0.1656815767125279,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,40.0,0.1669360800394232,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,41.0,0.16712065737413254,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,42.0,0.1660749756701633,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,43.0,0.16758251424440837,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,44.0,0.16632118426463996,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,47.0,0.1673710907204022,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,48.0,0.16715406273978164,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,49.0,0.1677214891664295,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,8.0,50.0,0.16742626940634933,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,1.0,0.11948634563930839,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,2.0,0.14496307181326756,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,3.0,0.15456748775145876,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,5.0,0.15948802729749054,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,6.0,0.15886391712228318,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,7.0,0.15947123528224208,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,8.0,0.15826508259618335,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,9.0,0.16056646721865617,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,10.0,0.16333114995829567,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,12.0,0.16569019841506247,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,13.0,0.16419143867833255,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,14.0,0.16550625870989305,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,15.0,0.16439765635767709,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,16.0,0.1642288290283999,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,19.0,0.1664146402209936,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,20.0,0.16526062676193018,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,21.0,0.16511020295555692,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,22.0,0.16606740170264014,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,23.0,0.16608982668873204,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,26.0,0.1663143694091703,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,27.0,0.16650772957918566,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,28.0,0.16504619041053445,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,29.0,0.16561269438984813,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,33.0,0.16555925258030132,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,34.0,0.16593461464011072,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,35.0,0.16635810931110473,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,36.0,0.16428361278957382,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,37.0,0.16657618174376163,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,40.0,0.16860551992909178,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,41.0,0.16532009400660097,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,42.0,0.16900867412513074,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,43.0,0.1669736512950131,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,44.0,0.16730032239859824,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,47.0,0.16532760289614004,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,48.0,0.16829006594533677,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,49.0,0.1668417941657809,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,12.0,50.0,0.16741842763973025,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,1.0,0.11906609017798965,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,2.0,0.14528376848510294,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,3.0,0.15302688296989572,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,5.0,0.1600174362624517,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,6.0,0.16008365236070088,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,7.0,0.16075539116994422,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,8.0,0.15793277354062385,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,9.0,0.1623336503435605,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,10.0,0.1650485118599981,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
7,16.0,12.0,0.16446913781473615,0.0,1.0,1.582,3.669,0.246,26.99,4.964,0.294
